origin|avoid|destination|mode|units|timezone|departure_time|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
(41.997519, -87.665765)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.8757206|-87.627637|1109|16403|1264|-87.6659767|41.9975155
(41.98800166666666, -87.740903)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.87630559999999|-87.6276298|1019|19920|1175|-87.7407453|41.9880043
(41.98800166666666, -87.7221185)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.87630559999999|-87.6276298|1280|22019|1457|-87.7222039|41.9868913
(41.98800166666666, -87.703334)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.87630559999999|-87.6276298|1261|22889|1482|-87.70334009999999|41.9879961
(41.98800166666666, -87.6845495)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.8757206|-87.627637|1285|17329|1491|-87.6846564|41.9879945
(41.98800166666666, -87.665765)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.8757206|-87.627637|1040|15345|1154|-87.6657659|41.9880874
(41.978484333333334, -87.740903)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.87630559999999|-87.6276298|970|17443|1124|-87.7425222|41.9775354
(41.978484333333334, -87.7221185)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.87630559999999|-87.6276298|1194|19077|1358|-87.7221033|41.9784435
(41.978484333333334, -87.703334)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.87630559999999|-87.6276298|1385|20946|1566|-87.7033344|41.9785249
(41.978484333333334, -87.6845495)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.8757206|-87.627637|1189|15933|1442|-87.68437139999999|41.9784878
(41.978484333333334, -87.665765)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.8757206|-87.627637|1090|14669|1245|-87.6657654|41.9785125
(41.968967, -87.740903)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.87630559999999|-87.6276298|860|17092|1010|-87.74082790000001|41.9690344
(41.968967, -87.7221185)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.87630559999999|-87.6276298|1180|15652|1322|-87.721927|41.9689707
(41.968967, -87.703334)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.87630559999999|-87.6276298|1198|14656|1384|-87.70365199999999|41.9689583
(41.968967, -87.6845495)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.8757206|-87.627637|1167|15057|1380|-87.6845398|41.9686716
